20081231,-0.23710729,NA,1.82303246,NA,-0.940095054,0.09313878,NA,NA,0.32530904,1.37575236,NA,2.09332752,NA,NA,NA,NA,-1.12490303,NA,NA,NA,NA,NA,NA,-2.13058419,NA,1.06951872,NA,NA,-0.85388994,-2.42282141,NA,NA,NA,NA,NA,NA,NA,2.56166983,NA,NA,NA,NA,NA,-1.14265928,0,NA,0.3530005,NA,-1.58730159,NA,2.25988701
20090105,1.3963161,NA,3.66812227,NA,0.195075658,1.14764268,NA,NA,0.71335927,0.12722646,NA,5.76676634,NA,NA,NA,NA,5.96312279,NA,NA,NA,NA,NA,NA,4.35393258,NA,3.54090354,NA,NA,2.23285486,3.56427713,NA,NA,NA,NA,NA,NA,NA,5.9666975,NA,NA,NA,NA,NA,1.89141856,-0.19282684,NA,0.90452261,NA,2.46872943,NA,5.72576595
20090106,1.11338998,NA,1.47430497,NA,-2.367922543,1.50260656,NA,NA,-0.3219575,-0.33883947,NA,3.71567044,NA,NA,NA,NA,3.4431692,NA,NA,NA,NA,NA,NA,3.2974428,NA,1.69025157,NA,NA,2.83931357,3.55761794,NA,NA,NA,NA,NA,NA,NA,4.10301179,NA,NA,NA,NA,NA,0.37813682,1.77743431,NA,0.29880478,NA,3.0517186,NA,3.94299287
20090107,1.01419878,NA,2.57368203,NA,0.953972189,1.05740181,NA,NA,-0.32299742,1.14747131,NA,2.18068536,NA,NA,NA,NA,1.93271296,NA,NA,NA,NA,NA,NA,2.83505155,NA,2.39659838,NA,NA,3.24635922,3.54742345,NA,NA,NA,NA,NA,NA,NA,1.80293501,NA,NA,NA,NA,NA,0.44520548,5.39104024,NA,0.19860973,NA,2.9925187,NA,1.82815356
20090108,-1.82252764,NA,-3.6422501,NA,-1.505525599,-1.04633782,NA,NA,-0.19442644,-0.75630252,NA,-0.9527439,NA,NA,NA,NA,-4.5997191,NA,NA,NA,NA,NA,NA,-4.19799499,NA,-2.90675727,NA,NA,-3.32059947,-3.10133429,NA,NA,NA,NA,NA,NA,NA,-1.19439868,NA,NA,NA,NA,NA,-1.63654961,-1.18876081,NA,-0.39643211,NA,-3.81355932,NA,-4.75763016
20090109,2.98234936,NA,0.6299874,NA,0.997344029,1.9939577,NA,NA,1.16883117,0.93141406,NA,3.1165833,NA,NA,NA,NA,0.9201325,NA,NA,NA,NA,NA,NA,2.61608895,NA,4.04354588,NA,NA,1.24620061,2.2701898,NA,NA,NA,NA,NA,NA,NA,1.62567737,NA,NA,NA,NA,NA,0.20797227,-0.51039008,NA,0.29850746,NA,1.57331655,NA,1.36663525
20090112,3.39834515,NA,1.46076795,NA,-0.150271025,3.67298578,NA,NA,0.57766367,-0.5033557,NA,4.70149254,NA,NA,NA,NA,0.65645514,NA,NA,NA,NA,NA,NA,2.67686424,NA,2.76532138,NA,NA,3.51245872,2.87481805,NA,NA,NA,NA,NA,NA,NA,1.72272354,NA,NA,NA,NA,NA,2.52507783,0.25650421,NA,-0.34722222,NA,2.57125155,NA,3.06834031
20090113,-3.51529008,NA,-3.53763883,NA,-3.230314432,-3.17142857,NA,NA,-1.21250798,-1.306914,NA,-3.77761939,NA,NA,NA,NA,-3.47826087,NA,NA,NA,NA,NA,NA,-1.7380509,NA,-4.18181818,NA,NA,-4.52436195,-4.98761938,NA,NA,NA,NA,NA,NA,NA,-1.65322581,NA,NA,NA,NA,NA,0,-1.79093567,NA,-1.8914883,NA,-4.9833887,NA,-2.93188994
20090114,1.71800948,NA,1.91897655,NA,0.138858032,0.91472411,NA,NA,0.32299742,0.29901751,NA,2,NA,NA,NA,NA,3.45345345,NA,NA,NA,NA,NA,NA,3.79027164,NA,0.30360531,NA,NA,1.48845687,-0.03723008,NA,NA,NA,NA,NA,NA,NA,2.66502665,NA,NA,NA,NA,NA,2.09176788,3.27502791,NA,-0.20294267,NA,0.60394151,NA,3.43866171
20090115,-1.13570181,NA,-0.25104603,NA,-1.708358755,0.55555556,NA,NA,-0.1931745,-0.25553663,NA,-2.37486299,NA,NA,NA,NA,0.96518442,NA,NA,NA,NA,NA,NA,1.76506391,NA,-0.75671585,NA,NA,-0.86800359,-2.23463687,NA,NA,NA,NA,NA,NA,NA,0.27955272,NA,NA,NA,NA,NA,0.29742234,2.01801802,NA,-0.55922725,NA,-1.51658768,NA,-1.12309075
