20090209,547152,NA,161214,NA,18230,458,NA,NA,66760,56840,NA,130080,NA,NA,NA,NA,588450,NA,NA,NA,NA,NA,NA,200426,NA,639718,NA,NA,99186,157654,NA,NA,NA,NA,NA,NA,NA,818470,NA,NA,NA,NA,NA,872742,262626,NA,220974,NA,521216,NA,105152
20090210,286242,NA,65090,NA,17672,240,NA,NA,28784,18126,NA,439896,NA,NA,NA,NA,499634,NA,NA,NA,NA,NA,NA,254172,NA,469150,NA,NA,198574,164300,NA,NA,NA,NA,NA,NA,NA,608528,NA,NA,NA,NA,NA,955720,319424,NA,120110,NA,470766,NA,174872
20090211,368556,NA,133624,NA,18014,274,NA,NA,120260,27978,NA,395604,NA,NA,NA,NA,611280,NA,NA,NA,NA,NA,NA,213898,NA,478874,NA,NA,381856,188514,NA,NA,NA,NA,NA,NA,NA,807884,NA,NA,NA,NA,NA,1108092,552250,NA,152426,NA,564224,NA,177998
20090212,284378,NA,194134,NA,21010,148,NA,NA,29608,10226,NA,583246,NA,NA,NA,NA,562650,NA,NA,NA,NA,NA,NA,263404,NA,411432,NA,NA,306940,115508,NA,NA,NA,NA,NA,NA,NA,685736,NA,NA,NA,NA,NA,1400708,406932,NA,93182,NA,425242,NA,184722
20090213,171114,NA,118338,NA,13728,210,NA,NA,27230,12058,NA,426662,NA,NA,NA,NA,627740,NA,NA,NA,NA,NA,NA,473600,NA,355292,NA,NA,236144,100872,NA,NA,NA,NA,NA,NA,NA,645768,NA,NA,NA,NA,NA,1534300,496124,NA,99844,NA,305714,NA,140256
20090216,326324,NA,136016,NA,13036,92,NA,NA,170636,27476,NA,362928,NA,NA,NA,NA,603824,NA,NA,NA,NA,NA,NA,281018,NA,497228,NA,NA,208722,206220,NA,NA,NA,NA,NA,NA,NA,750468,NA,NA,NA,NA,NA,2005276,280274,NA,123608,NA,290616,NA,126512
20090217,380168,NA,165388,NA,34462,248,NA,NA,134124,12462,NA,470030,NA,NA,NA,NA,514398,NA,NA,NA,NA,NA,NA,339198,NA,536116,NA,NA,126002,153472,NA,NA,NA,NA,NA,NA,NA,851346,NA,NA,NA,NA,NA,2020080,228866,NA,79044,NA,241068,NA,196250
20090218,490290,NA,310066,NA,24246,178,NA,NA,150310,27468,NA,438800,NA,NA,NA,NA,368436,NA,NA,NA,NA,NA,NA,30210,NA,352928,NA,NA,14422,6804,NA,NA,NA,NA,NA,NA,NA,995994,NA,NA,NA,NA,NA,2306354,161786,NA,251052,NA,44546,NA,260588
20090219,362068,NA,212856,NA,23434,90,NA,NA,69036,72894,NA,412296,NA,NA,NA,NA,649264,NA,NA,NA,NA,NA,NA,358544,NA,560328,NA,NA,144774,139902,NA,NA,NA,NA,NA,NA,NA,561282,NA,NA,NA,NA,NA,1725622,185414,NA,122716,NA,302748,NA,144494
20090220,444406,NA,316646,NA,17504,488,NA,NA,88264,47406,NA,276300,NA,NA,NA,NA,455708,NA,NA,NA,NA,NA,NA,298424,NA,394106,NA,NA,132028,100116,NA,NA,NA,NA,NA,NA,NA,851422,NA,NA,NA,NA,NA,1368348,165742,NA,107372,NA,223632,NA,128196
20090223,406296,NA,272292,NA,23514,778,NA,NA,103168,22178,NA,362428,NA,NA,NA,NA,525544,NA,NA,NA,NA,NA,NA,376342,NA,392162,NA,NA,147342,95810,NA,NA,NA,NA,NA,NA,NA,712214,NA,NA,NA,NA,NA,1801924,197320,NA,73742,NA,228722,NA,125690
20090224,497756,NA,191870,NA,19052,866,NA,NA,104618,13780,NA,343944,NA,NA,NA,NA,712142,NA,NA,NA,NA,NA,NA,342578,NA,249062,NA,NA,167504,100726,NA,NA,NA,NA,NA,NA,NA,514504,NA,NA,NA,NA,NA,1763398,145820,NA,228082,NA,315620,NA,97958
20090225,330802,NA,118502,NA,27128,978,NA,NA,142166,9696,NA,251810,NA,NA,NA,NA,526606,NA,NA,NA,NA,NA,NA,269804,NA,553702,NA,NA,93350,56828,NA,NA,NA,NA,NA,NA,NA,335536,NA,NA,NA,NA,NA,1493748,113378,NA,110428,NA,309176,NA,133336
20090226,271386,NA,87802,NA,30488,570,NA,NA,105160,8414,NA,375082,NA,NA,NA,NA,639074,NA,NA,NA,NA,NA,NA,320946,NA,493520,NA,NA,67668,74496,NA,NA,NA,NA,NA,NA,NA,396352,NA,NA,NA,NA,NA,2079082,243188,NA,104750,NA,311496,NA,102712
20090227,607810,NA,77724,NA,24676,164,NA,NA,113796,6926,NA,345902,NA,NA,NA,NA,620664,NA,NA,NA,NA,NA,NA,313396,NA,642514,NA,NA,89624,59848,NA,NA,NA,NA,NA,NA,NA,540526,NA,NA,NA,NA,NA,1789196,235838,NA,87848,NA,403598,NA,75428
20090302,393000,NA,61846,NA,21986,142,NA,NA,67000,18774,NA,259104,NA,NA,NA,NA,473084,NA,NA,NA,NA,NA,NA,339220,NA,1109600,NA,NA,50598,49510,NA,NA,NA,NA,NA,NA,NA,465350,NA,NA,NA,NA,NA,1510138,291344,NA,52318,NA,299550,NA,129560
20090303,317318,NA,36468,NA,26320,232,NA,NA,116416,11356,NA,353510,NA,NA,NA,NA,637394,NA,NA,NA,NA,NA,NA,311054,NA,685356,NA,NA,49742,33980,NA,NA,NA,NA,NA,NA,NA,419410,NA,NA,NA,NA,NA,1416790,254380,NA,74786,NA,247480,NA,108892
20090304,297912,NA,49666,NA,21848,162,NA,NA,90044,6934,NA,339388,NA,NA,NA,NA,566842,NA,NA,NA,NA,NA,NA,248306,NA,814866,NA,NA,39386,47776,NA,NA,NA,NA,NA,NA,NA,481234,NA,NA,NA,NA,NA,2023086,164372,NA,54150,NA,225696,NA,141716
20090305,251362,NA,50846,NA,35920,124,NA,NA,78924,7838,NA,329636,NA,NA,NA,NA,611908,NA,NA,NA,NA,NA,NA,371092,NA,773142,NA,NA,27056,53802,NA,NA,NA,NA,NA,NA,NA,394302,NA,NA,NA,NA,NA,1460278,178056,NA,185080,NA,317306,NA,108784
20090306,223894,NA,25398,NA,32018,154,NA,NA,42424,4366,NA,208710,NA,NA,NA,NA,565532,NA,NA,NA,NA,NA,NA,522592,NA,689560,NA,NA,33554,67828,NA,NA,NA,NA,NA,NA,NA,467324,NA,NA,NA,NA,NA,1107802,165260,NA,85844,NA,260320,NA,110682
20090309,245212,NA,29256,NA,23438,124,NA,NA,152122,13202,NA,453640,NA,NA,NA,NA,623028,NA,NA,NA,NA,NA,NA,424286,NA,632354,NA,NA,208224,133066,NA,NA,NA,NA,NA,NA,NA,368560,NA,NA,NA,NA,NA,1275694,107482,NA,70522,NA,427094,NA,92274
20090310,201228,NA,91118,NA,23930,228,NA,NA,68316,5566,NA,544164,NA,NA,NA,NA,821772,NA,NA,NA,NA,NA,NA,410732,NA,737746,NA,NA,174070,201366,NA,NA,NA,NA,NA,NA,NA,445594,NA,NA,NA,NA,NA,1305486,126118,NA,120176,NA,479390,NA,135208
20090311,355382,NA,50462,NA,24044,124,NA,NA,67604,7092,NA,395042,NA,NA,NA,NA,542866,NA,NA,NA,NA,NA,NA,340846,NA,574474,NA,NA,158006,133530,NA,NA,NA,NA,NA,NA,NA,409410,NA,NA,NA,NA,NA,2382818,123124,NA,100640,NA,343142,NA,96692
20090312,288036,NA,53352,NA,22650,250,NA,NA,94274,2898,NA,396860,NA,NA,NA,NA,595070,NA,NA,NA,NA,NA,NA,489062,NA,527606,NA,NA,189812,100190,NA,NA,NA,NA,NA,NA,NA,472396,NA,NA,NA,NA,NA,1801138,71214,NA,62396,NA,352562,NA,62600
20090313,215418,NA,84384,NA,20588,158,NA,NA,65496,6506,NA,380192,NA,NA,NA,NA,445374,NA,NA,NA,NA,NA,NA,443502,NA,725414,NA,NA,138670,113712,NA,NA,NA,NA,NA,NA,NA,389316,NA,NA,NA,NA,NA,1685056,120344,NA,41710,NA,332902,NA,74740
20090316,255278,NA,90334,NA,14654,172,NA,NA,260210,5692,NA,371310,NA,NA,NA,NA,469720,NA,NA,NA,NA,NA,NA,391080,NA,614214,NA,NA,105304,110758,NA,NA,NA,NA,NA,NA,NA,478514,NA,NA,NA,NA,NA,2056948,61730,NA,46790,NA,265112,NA,99614
20090317,222068,NA,96612,NA,19608,0,NA,NA,143500,10340,NA,473798,NA,NA,NA,NA,586688,NA,NA,NA,NA,NA,NA,441130,NA,643650,NA,NA,152708,95596,NA,NA,NA,NA,NA,NA,NA,496292,NA,NA,NA,NA,NA,2103100,66204,NA,44564,NA,349310,NA,182864
20090318,238490,NA,91022,NA,20440,18,NA,NA,109826,4318,NA,448658,NA,NA,NA,NA,651526,NA,NA,NA,NA,NA,NA,454376,NA,646458,NA,NA,94226,99420,NA,NA,NA,NA,NA,NA,NA,361758,NA,NA,NA,NA,NA,2634112,135510,NA,82816,NA,338868,NA,104226
20090319,206650,NA,161386,NA,32622,28,NA,NA,95976,5490,NA,405314,NA,NA,NA,NA,762496,NA,NA,NA,NA,NA,NA,411284,NA,695620,NA,NA,152316,143974,NA,NA,NA,NA,NA,NA,NA,430374,NA,NA,NA,NA,NA,2380138,117086,NA,62434,NA,627372,NA,156672
20090320,316162,NA,208432,NA,25186,0,NA,NA,129030,10020,NA,476144,NA,NA,NA,NA,829410,NA,NA,NA,NA,NA,NA,360002,NA,640886,NA,NA,123658,143614,NA,NA,NA,NA,NA,NA,NA,464096,NA,NA,NA,NA,NA,1798498,163878,NA,73562,NA,774960,NA,232572
20090323,636740,NA,405510,NA,34262,4,NA,NA,94592,12220,NA,623270,NA,NA,NA,NA,887994,NA,NA,NA,NA,NA,NA,171092,NA,812898,NA,NA,156772,195138,NA,NA,NA,NA,NA,NA,NA,405598,NA,NA,NA,NA,NA,1305278,143292,NA,187652,NA,1147912,NA,199166
20090324,311222,NA,246344,NA,25720,0,NA,NA,95146,6050,NA,683890,NA,NA,NA,NA,687252,NA,NA,NA,NA,NA,NA,658744,NA,999348,NA,NA,90764,101472,NA,NA,NA,NA,NA,NA,NA,795132,NA,NA,NA,NA,NA,1470658,199078,NA,91884,NA,713026,NA,206490
20090325,231002,NA,160622,NA,22924,10,NA,NA,81928,5904,NA,494862,NA,NA,NA,NA,587788,NA,NA,NA,NA,NA,NA,454184,NA,1178410,NA,NA,74986,99466,NA,NA,NA,NA,NA,NA,NA,647250,NA,NA,NA,NA,NA,774116,130032,NA,110216,NA,603950,NA,121304
20090326,168506,NA,170166,NA,16480,36,NA,NA,65198,6322,NA,536302,NA,NA,NA,NA,547574,NA,NA,NA,NA,NA,NA,439708,NA,875482,NA,NA,95434,192566,NA,NA,NA,NA,NA,NA,NA,606738,NA,NA,NA,NA,NA,1350890,112152,NA,60792,NA,667728,NA,168742
20090327,290310,NA,136690,NA,17110,6,NA,NA,88828,4416,NA,582338,NA,NA,NA,NA,501252,NA,NA,NA,NA,NA,NA,460422,NA,1089346,NA,NA,103080,203414,NA,NA,NA,354590,NA,NA,NA,780900,NA,NA,NA,NA,NA,919568,179658,NA,70312,105070,755280,NA,171622
20090330,171354,NA,89960,NA,19058,10,NA,NA,67842,16194,NA,394068,NA,NA,NA,NA,401076,NA,NA,NA,NA,NA,NA,296304,NA,1000844,NA,NA,64160,122544,NA,NA,NA,145168,NA,NA,NA,659084,NA,NA,NA,NA,NA,1613886,367244,NA,48500,46374,463588,NA,98822
20090331,146412,NA,78910,NA,14658,6,NA,NA,66812,8766,NA,259984,NA,NA,NA,NA,497226,NA,NA,NA,NA,NA,NA,587968,NA,946018,NA,NA,85920,202000,NA,NA,NA,70592,NA,NA,NA,736920,NA,NA,NA,NA,NA,1550832,265512,NA,44138,15124,597286,NA,105410
20090401,240218,NA,55820,NA,14716,4,NA,NA,76274,9582,NA,585796,NA,NA,NA,NA,324294,NA,NA,NA,NA,NA,NA,586586,NA,1061236,NA,NA,114394,252010,NA,NA,NA,28100,NA,NA,NA,455358,NA,NA,NA,NA,NA,1000710,158348,NA,33736,6708,705050,NA,139110
20090402,135400,NA,94044,NA,14920,40,NA,NA,140542,6080,NA,600070,NA,NA,NA,NA,323668,NA,NA,NA,NA,NA,NA,572166,NA,1012034,NA,NA,80744,240632,NA,NA,NA,235446,NA,NA,NA,391848,NA,NA,NA,NA,NA,965532,220920,NA,71222,29940,604522,NA,143028
20090403,168812,NA,41150,NA,18048,52,NA,NA,76074,8498,NA,523238,NA,NA,NA,NA,291756,NA,NA,NA,NA,NA,NA,436402,NA,956056,NA,NA,169452,238780,NA,NA,NA,152376,NA,NA,NA,273438,NA,NA,NA,NA,NA,728984,211792,NA,50026,22776,650096,NA,113870
20090407,260118,NA,170408,NA,20974,2,NA,NA,109174,17224,NA,454448,NA,NA,NA,NA,294428,NA,NA,NA,NA,NA,NA,553692,NA,1395530,NA,NA,127516,230026,NA,NA,NA,242578,NA,NA,NA,556382,NA,NA,NA,NA,NA,594594,137270,NA,74986,29046,814074,NA,237552
20090408,182238,NA,131610,NA,18932,640,NA,NA,54776,21206,NA,788958,NA,NA,NA,NA,208792,NA,NA,NA,NA,NA,NA,460792,NA,1713424,NA,NA,122890,251690,NA,NA,NA,147288,NA,NA,NA,908366,NA,NA,NA,NA,NA,899084,404528,NA,66514,12312,804336,NA,214890
20090409,142742,NA,159816,NA,12082,158,NA,NA,35490,22572,NA,713958,NA,NA,NA,NA,460028,NA,NA,NA,NA,NA,NA,992682,NA,1651306,NA,NA,100764,228672,NA,NA,NA,87688,NA,NA,NA,817660,NA,NA,NA,NA,NA,1028758,336586,NA,38824,8942,634180,NA,176706
20090410,283076,NA,232320,NA,7054,12,NA,NA,96456,17980,NA,384384,NA,NA,NA,NA,593086,NA,NA,NA,NA,NA,NA,787560,NA,1112218,NA,NA,98162,227724,NA,NA,NA,120978,NA,NA,NA,1090854,NA,NA,NA,NA,NA,1783466,272332,NA,56994,11020,725760,NA,312158
20090413,141652,NA,348094,NA,9956,72,NA,NA,51298,26392,NA,793706,NA,NA,NA,NA,579332,NA,NA,NA,NA,NA,NA,785014,NA,1436642,NA,NA,188846,428478,NA,NA,NA,109820,NA,NA,NA,1020346,NA,NA,NA,NA,NA,932200,296746,NA,106636,11314,1195036,NA,390800
20090414,109106,NA,184566,NA,11630,64,NA,NA,90510,15224,NA,952754,NA,NA,NA,NA,431004,NA,NA,NA,NA,NA,NA,1016956,NA,1110074,NA,NA,129924,478258,NA,NA,NA,540646,NA,NA,NA,636172,NA,NA,NA,NA,NA,560270,394346,NA,127834,30060,976796,NA,300244
20090415,166906,NA,286474,NA,4498,276,NA,NA,46504,10290,NA,833502,NA,NA,NA,NA,822436,NA,NA,NA,NA,NA,NA,768096,NA,936324,NA,NA,181232,379292,NA,NA,NA,255606,NA,NA,NA,874250,NA,NA,NA,NA,NA,406030,303268,NA,108250,16922,873046,NA,380920
20090416,171464,NA,395932,NA,6806,68,NA,NA,70094,13560,NA,641074,NA,NA,NA,NA,783692,NA,NA,NA,NA,NA,NA,827570,NA,1208764,NA,NA,178790,360848,NA,NA,NA,250464,NA,NA,NA,846272,NA,NA,NA,NA,NA,424210,310682,NA,85960,19690,911144,NA,229182
20090417,148720,NA,281424,NA,15186,88,NA,NA,32322,15236,NA,442852,NA,NA,NA,NA,510792,NA,NA,NA,NA,NA,NA,765896,NA,1042926,NA,NA,159158,470686,NA,NA,NA,339250,NA,NA,NA,935308,NA,NA,NA,NA,NA,280332,306868,NA,58792,30902,1006452,NA,414726
20090420,176054,NA,148586,NA,13318,196,NA,NA,205564,11482,NA,364570,NA,NA,NA,NA,537810,NA,NA,NA,NA,NA,NA,560022,NA,1014770,NA,NA,172042,544282,NA,NA,NA,259196,65970,NA,NA,661790,NA,NA,NA,NA,NA,196448,399434,NA,52288,20912,971436,NA,290450
20090421,396842,NA,364954,NA,23634,48,NA,NA,222648,42762,NA,77318,NA,NA,NA,NA,416874,NA,NA,NA,NA,NA,NA,703074,NA,1545084,NA,NA,199038,301882,NA,NA,NA,332448,129300,NA,NA,149194,NA,NA,NA,NA,NA,468292,448726,NA,91704,24080,803998,NA,25180
20090422,196876,NA,144326,NA,13610,54,NA,NA,91422,18920,NA,362752,NA,NA,NA,NA,459240,NA,NA,NA,NA,NA,NA,837274,NA,938824,NA,NA,143680,485710,NA,NA,NA,168524,42174,NA,NA,736292,NA,NA,NA,NA,NA,138122,428700,NA,64712,12266,838262,NA,366470
20090423,167810,NA,99276,NA,14346,52,NA,NA,221838,9916,NA,821622,NA,NA,NA,NA,407444,NA,NA,NA,NA,NA,NA,851458,NA,920376,NA,NA,543866,629878,NA,NA,NA,130386,22176,NA,NA,814952,NA,NA,NA,NA,NA,229498,308568,NA,60062,9676,845576,NA,243332
20090424,140774,NA,72120,NA,21460,28,NA,NA,94630,12826,NA,869634,NA,NA,NA,NA,439718,NA,NA,NA,NA,NA,NA,759950,NA,1034352,NA,NA,476084,604946,NA,NA,NA,101444,10992,NA,NA,768714,NA,NA,NA,NA,NA,148360,382674,NA,132006,6964,981230,NA,171536
20090427,241236,NA,73068,NA,17540,20,NA,NA,360666,16864,NA,865656,NA,NA,NA,NA,524264,NA,NA,NA,NA,NA,NA,740426,NA,256172,NA,NA,299386,309446,NA,NA,NA,102472,14394,NA,NA,767312,NA,NA,NA,NA,NA,319002,626830,NA,88270,7472,736148,NA,122912
20090428,189354,NA,54024,NA,17454,130,NA,NA,143924,6756,NA,966864,NA,NA,NA,NA,440774,NA,NA,NA,NA,NA,NA,876176,NA,1606688,NA,NA,180358,465378,NA,NA,NA,96548,6874,NA,NA,853970,NA,NA,NA,NA,NA,110990,624910,NA,41080,4228,702078,NA,240692
20090429,130120,NA,33764,NA,14780,46,NA,NA,93148,8860,NA,981826,NA,NA,NA,NA,506258,NA,NA,NA,NA,NA,NA,587998,NA,1147106,NA,NA,149278,358680,NA,NA,NA,102694,3320,NA,NA,803376,NA,NA,NA,NA,NA,250990,717836,NA,43502,5644,599370,NA,301636
20090430,143678,NA,22466,NA,13456,34,NA,NA,100972,6722,NA,894160,NA,NA,NA,NA,444038,NA,NA,NA,NA,NA,NA,571288,NA,1134672,NA,NA,236520,348308,NA,NA,NA,246912,7332,NA,NA,867316,NA,NA,NA,NA,NA,280342,515332,NA,22436,15536,765356,NA,346310
20090504,295356,NA,46744,NA,21404,24,NA,NA,83792,19414,NA,190436,NA,NA,NA,NA,592554,NA,NA,NA,NA,NA,NA,535150,NA,957204,NA,NA,129370,10726,NA,NA,NA,574332,11322,NA,NA,537538,NA,NA,NA,NA,NA,243892,786384,NA,61562,35634,19860,NA,176208
20090505,189658,NA,129974,NA,21654,4,NA,NA,54302,5528,NA,1022328,NA,NA,NA,NA,398368,NA,NA,NA,NA,NA,NA,469736,NA,1064744,NA,NA,210032,495490,NA,NA,NA,175954,9674,NA,NA,594998,NA,NA,NA,NA,NA,129766,431626,NA,33272,13766,1062096,NA,303310
20090506,184872,NA,77598,NA,16660,38,NA,NA,72622,10588,NA,907048,NA,NA,NA,NA,372794,NA,NA,NA,NA,NA,NA,296528,NA,1009186,NA,NA,287716,566616,NA,NA,NA,103788,5188,NA,NA,947464,NA,NA,NA,NA,NA,65172,472768,NA,39386,7526,1140174,NA,263722
20090507,179664,NA,90070,NA,25708,126,NA,NA,41644,6660,NA,979760,NA,NA,NA,NA,425548,NA,NA,NA,NA,NA,NA,737214,NA,1098452,NA,NA,251258,613114,NA,NA,NA,150420,6798,NA,NA,1049690,NA,NA,NA,NA,NA,68420,659738,NA,42820,12036,1361550,NA,327040
20090508,195032,NA,71326,NA,20618,84,NA,NA,56042,11820,NA,1028634,NA,NA,NA,NA,179188,NA,NA,NA,NA,NA,NA,1000748,NA,693162,NA,NA,299226,584244,NA,NA,NA,103620,4940,NA,NA,915746,NA,NA,NA,NA,NA,64610,416634,NA,23796,7460,1299802,NA,336780
20090511,237716,NA,63390,NA,21098,46,NA,NA,54820,8572,NA,910042,NA,NA,NA,NA,513272,NA,NA,NA,NA,NA,NA,669916,NA,994148,NA,NA,345852,496794,NA,NA,NA,335082,2294,NA,NA,688086,NA,NA,NA,NA,NA,34428,417732,NA,44714,19872,1481550,NA,268334
20090512,147968,NA,52688,NA,16980,24,NA,NA,24928,4566,NA,1049590,NA,NA,NA,NA,497884,NA,NA,NA,NA,NA,NA,419024,NA,756186,NA,NA,260086,506134,NA,NA,NA,193634,12514,NA,NA,828314,NA,NA,NA,NA,NA,261258,397470,NA,19620,8556,1373972,NA,301618
20090513,188828,NA,42642,NA,21262,16,NA,NA,45800,4242,NA,959900,NA,NA,NA,NA,545322,NA,NA,NA,NA,NA,NA,173194,NA,877792,NA,NA,256636,575070,NA,NA,NA,118636,7372,NA,NA,860230,NA,NA,NA,NA,NA,657836,232058,NA,38204,6200,1381976,NA,230088
20090514,148542,NA,76280,NA,14108,84,NA,NA,50434,3768,NA,647160,NA,NA,NA,NA,363232,NA,NA,NA,NA,NA,NA,459624,NA,1231434,NA,NA,174726,362264,NA,NA,NA,139572,4942,NA,NA,763290,NA,NA,NA,NA,NA,409448,306760,NA,46518,9782,1162950,NA,201864
20090515,286334,NA,42210,NA,9952,78,NA,NA,129458,4164,NA,847670,NA,NA,NA,NA,305652,NA,NA,NA,NA,NA,NA,573536,NA,1498824,NA,NA,170276,415888,NA,NA,NA,132292,6306,NA,NA,981954,NA,NA,NA,NA,NA,208792,585986,NA,29214,4878,1238396,NA,199952
